age,exercise,reps,duration_min,reps_per_min,met,value_type,source_baseline
65,push-up,24,1.5,16.0,5.41,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
44,crunch,72,1.5,48.0,3.36,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
62,jumping_jack,185,5.0,37.0,5.0,estimated_synthetic,NCCOR Youth Compendium
21,squat,51,1.5,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
64,push-up,35,5.0,7.0,4.41,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
40,crunch,135,5.0,27.0,3.61,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
60,jumping_jack,100,5.0,20.0,4.4,estimated_synthetic,NCCOR Youth Compendium
44,squat,9,1.0,9.0,5.33,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
47,push-up,12,0.5,24.0,8.25,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
27,crunch,44,2.0,22.0,3.57,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
22,jumping_jack,3,0.5,6.0,4.05,estimated_synthetic,NCCOR Youth Compendium
46,squat,10,0.5,20.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
40,push-up,220,10.0,22.0,7.86,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
64,crunch,580,10.0,58.0,3.31,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
57,jumping_jack,190,10.0,19.0,4.4,estimated_synthetic,NCCOR Youth Compendium
36,squat,35,1.0,35.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
33,push-up,50,1.5,33.33,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
27,crunch,114,3.0,38.0,3.33,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
51,jumping_jack,128,8.0,16.0,4.44,estimated_synthetic,NCCOR Youth Compendium
24,squat,23,1.0,23.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
63,push-up,18,0.5,36.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
47,crunch,312,8.0,39.0,3.46,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
39,jumping_jack,600,10.0,60.0,5.77,estimated_synthetic,NCCOR Youth Compendium
29,squat,328,8.0,41.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
65,push-up,26,2.0,13.0,5.34,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
32,crunch,14,0.5,28.0,3.36,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
51,jumping_jack,256,8.0,32.0,4.83,estimated_synthetic,NCCOR Youth Compendium
22,squat,28,0.5,56.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
68,push-up,8,1.5,5.33,3.82,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
47,crunch,30,0.5,60.0,3.38,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
40,jumping_jack,168,8.0,21.0,4.45,estimated_synthetic,NCCOR Youth Compendium
62,squat,20,0.5,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
36,push-up,430,10.0,43.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
69,crunch,46,1.5,30.67,3.46,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
37,jumping_jack,3,1.0,3.0,3.96,estimated_synthetic,NCCOR Youth Compendium
38,squat,96,8.0,12.0,7.28,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
15,push-up,46,1.5,30.67,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
37,crunch,68,2.0,34.0,3.3,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
58,jumping_jack,54,3.0,18.0,4.55,estimated_synthetic,NCCOR Youth Compendium
48,squat,56,1.0,56.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
41,push-up,24,1.5,16.0,6.73,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
28,crunch,300,10.0,30.0,3.29,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
17,jumping_jack,352,8.0,44.0,5.3,estimated_synthetic,NCCOR Youth Compendium
48,squat,10,0.5,20.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
22,push-up,2,0.5,4.0,4.09,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
60,crunch,6,0.5,12.0,2.6,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
21,jumping_jack,34,2.0,17.0,4.52,estimated_synthetic,NCCOR Youth Compendium
27,squat,126,3.0,42.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
62,push-up,78,1.5,52.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
40,crunch,55,1.0,55.0,3.31,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
58,jumping_jack,26,1.5,17.33,4.31,estimated_synthetic,NCCOR Youth Compendium
46,squat,118,2.0,59.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
48,push-up,12,0.5,24.0,8.19,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
23,crunch,51,1.5,34.0,3.44,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
59,jumping_jack,22,1.5,14.67,4.36,estimated_synthetic,NCCOR Youth Compendium
50,squat,75,1.5,50.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
19,push-up,115,5.0,23.0,7.7,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
54,crunch,41,1.0,41.0,3.57,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
55,jumping_jack,68,1.5,45.33,5.54,estimated_synthetic,NCCOR Youth Compendium
21,squat,110,10.0,11.0,6.7,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
48,push-up,88,8.0,11.0,5.57,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
18,crunch,49,1.0,49.0,3.27,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
43,jumping_jack,4,1.5,2.67,3.83,estimated_synthetic,NCCOR Youth Compendium
45,squat,360,10.0,36.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
47,push-up,165,3.0,55.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
38,crunch,36,3.0,12.0,2.8,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
49,jumping_jack,25,5.0,5.0,3.74,estimated_synthetic,NCCOR Youth Compendium
22,squat,33,1.5,22.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
52,push-up,4,1.0,4.0,4.12,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
23,crunch,52,1.0,52.0,3.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
63,jumping_jack,114,3.0,38.0,4.92,estimated_synthetic,NCCOR Youth Compendium
44,squat,92,2.0,46.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
52,push-up,280,8.0,35.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
55,crunch,110,10.0,11.0,2.78,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
38,jumping_jack,30,10.0,3.0,3.77,estimated_synthetic,NCCOR Youth Compendium
35,squat,81,3.0,27.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
37,push-up,432,8.0,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
23,crunch,150,5.0,30.0,3.29,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
23,jumping_jack,20,1.5,13.33,4.43,estimated_synthetic,NCCOR Youth Compendium
66,squat,480,8.0,60.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
66,push-up,45,1.5,30.0,7.58,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
51,crunch,400,10.0,40.0,3.39,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
36,jumping_jack,23,0.5,46.0,4.96,estimated_synthetic,NCCOR Youth Compendium
44,squat,464,8.0,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
46,push-up,440,8.0,55.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
63,crunch,256,8.0,32.0,3.54,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
20,jumping_jack,92,2.0,46.0,5.31,estimated_synthetic,NCCOR Youth Compendium
26,squat,600,10.0,60.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
36,push-up,540,10.0,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
50,crunch,34,1.5,22.67,3.49,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
49,jumping_jack,52,2.0,26.0,4.81,estimated_synthetic,NCCOR Youth Compendium
47,squat,320,10.0,32.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
41,push-up,36,1.5,24.0,8.33,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
58,crunch,22,1.0,22.0,3.44,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
24,jumping_jack,11,0.5,22.0,4.62,estimated_synthetic,NCCOR Youth Compendium
55,squat,14,1.0,14.0,8.49,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
20,push-up,162,3.0,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
41,crunch,59,1.0,59.0,3.36,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
25,jumping_jack,15,0.5,30.0,4.79,estimated_synthetic,NCCOR Youth Compendium
22,squat,2,0.5,4.0,2.97,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
41,push-up,40,1.0,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
64,crunch,8,0.5,16.0,3.04,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
29,jumping_jack,70,1.5,46.67,5.38,estimated_synthetic,NCCOR Youth Compendium
58,squat,90,10.0,9.0,5.39,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
70,push-up,87,1.5,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
37,crunch,57,1.0,57.0,3.36,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
32,jumping_jack,16,2.0,8.0,3.77,estimated_synthetic,NCCOR Youth Compendium
56,squat,78,3.0,26.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
45,push-up,8,0.5,16.0,6.66,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
20,crunch,192,8.0,24.0,3.31,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
47,jumping_jack,100,5.0,20.0,4.22,estimated_synthetic,NCCOR Youth Compendium
61,squat,18,2.0,9.0,5.04,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
57,push-up,7,0.5,14.0,6.23,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
37,crunch,8,0.5,16.0,2.93,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
65,jumping_jack,36,2.0,18.0,4.22,estimated_synthetic,NCCOR Youth Compendium
49,squat,40,1.0,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
38,push-up,17,1.0,17.0,7.02,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
22,crunch,288,8.0,36.0,3.3,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
63,jumping_jack,99,3.0,33.0,5.11,estimated_synthetic,NCCOR Youth Compendium
33,squat,20,1.0,20.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
24,push-up,27,0.5,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
33,crunch,57,3.0,19.0,3.22,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
42,jumping_jack,68,2.0,34.0,4.91,estimated_synthetic,NCCOR Youth Compendium
35,squat,23,1.0,23.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
22,push-up,15,0.5,30.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
23,crunch,24,1.0,24.0,3.28,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
46,jumping_jack,17,1.0,17.0,4.49,estimated_synthetic,NCCOR Youth Compendium
36,squat,6,0.5,12.0,7.39,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
66,push-up,380,10.0,38.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
69,crunch,66,2.0,33.0,3.43,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
44,jumping_jack,480,8.0,60.0,5.91,estimated_synthetic,NCCOR Youth Compendium
60,squat,120,5.0,24.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
41,push-up,448,8.0,56.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
46,crunch,28,0.5,56.0,3.35,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
34,jumping_jack,195,5.0,39.0,5.11,estimated_synthetic,NCCOR Youth Compendium
50,squat,400,8.0,50.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
26,push-up,84,3.0,28.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
57,crunch,18,0.5,36.0,3.37,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
70,jumping_jack,60,10.0,6.0,4.1,estimated_synthetic,NCCOR Youth Compendium
59,squat,28,1.0,28.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
23,push-up,50,2.0,25.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
51,crunch,40,1.5,26.67,3.51,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
55,jumping_jack,62,1.5,41.33,4.98,estimated_synthetic,NCCOR Youth Compendium
19,squat,76,2.0,38.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
68,push-up,39,3.0,13.0,5.34,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
70,crunch,288,8.0,36.0,3.26,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
17,jumping_jack,81,1.5,54.0,5.59,estimated_synthetic,NCCOR Youth Compendium
57,squat,60,5.0,12.0,7.45,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
31,push-up,120,5.0,24.0,8.46,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
37,crunch,108,2.0,54.0,3.48,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
46,jumping_jack,96,3.0,32.0,4.89,estimated_synthetic,NCCOR Youth Compendium
33,squat,26,2.0,13.0,7.83,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
51,push-up,130,5.0,26.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
29,crunch,50,1.0,50.0,3.47,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
20,jumping_jack,41,1.0,41.0,5.3,estimated_synthetic,NCCOR Youth Compendium
32,squat,27,0.5,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
33,push-up,48,1.0,48.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
57,crunch,55,1.0,55.0,3.41,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
52,jumping_jack,144,8.0,18.0,4.33,estimated_synthetic,NCCOR Youth Compendium
30,squat,28,1.5,18.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
52,push-up,70,5.0,14.0,6.37,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
45,crunch,235,5.0,47.0,3.18,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
68,jumping_jack,85,5.0,17.0,4.34,estimated_synthetic,NCCOR Youth Compendium
18,squat,66,1.5,44.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
69,push-up,84,2.0,42.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
45,crunch,86,2.0,43.0,3.5,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
64,jumping_jack,42,1.5,28.0,4.85,estimated_synthetic,NCCOR Youth Compendium
62,squat,176,8.0,22.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
33,push-up,155,5.0,31.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
60,crunch,74,1.5,49.33,3.35,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
28,jumping_jack,560,10.0,56.0,5.57,estimated_synthetic,NCCOR Youth Compendium
67,squat,40,10.0,4.0,3.08,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
56,push-up,47,1.0,47.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
50,crunch,86,2.0,43.0,3.41,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
28,jumping_jack,95,5.0,19.0,4.43,estimated_synthetic,NCCOR Youth Compendium
40,squat,72,3.0,24.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
37,push-up,250,5.0,50.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
46,crunch,24,1.0,24.0,3.29,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
15,jumping_jack,98,2.0,49.0,5.58,estimated_synthetic,NCCOR Youth Compendium
28,squat,43,1.0,43.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
58,push-up,12,0.5,24.0,8.11,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
31,crunch,57,1.0,57.0,3.53,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
23,jumping_jack,76,2.0,38.0,4.99,estimated_synthetic,NCCOR Youth Compendium
31,squat,390,10.0,39.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
18,push-up,144,3.0,48.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
41,crunch,150,10.0,15.0,2.86,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
52,jumping_jack,255,5.0,51.0,5.63,estimated_synthetic,NCCOR Youth Compendium
23,squat,64,2.0,32.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
45,push-up,63,1.5,42.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
15,crunch,40,10.0,4.0,2.33,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
70,jumping_jack,4,0.5,8.0,4.1,estimated_synthetic,NCCOR Youth Compendium
21,squat,210,10.0,21.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
32,push-up,27,1.0,27.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
35,crunch,235,5.0,47.0,3.47,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
34,jumping_jack,255,5.0,51.0,5.42,estimated_synthetic,NCCOR Youth Compendium
67,squat,50,2.0,25.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
33,push-up,245,5.0,49.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
27,crunch,180,10.0,18.0,3.19,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
23,jumping_jack,80,10.0,8.0,3.98,estimated_synthetic,NCCOR Youth Compendium
32,squat,57,3.0,19.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
18,push-up,3,1.0,3.0,3.38,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
62,crunch,64,8.0,8.0,2.55,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
16,jumping_jack,250,5.0,50.0,5.49,estimated_synthetic,NCCOR Youth Compendium
16,squat,6,1.0,6.0,3.54,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
63,push-up,102,3.0,34.0,8.32,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
17,crunch,14,0.5,28.0,3.53,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
37,jumping_jack,51,3.0,17.0,4.35,estimated_synthetic,NCCOR Youth Compendium
26,squat,102,3.0,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
57,push-up,36,1.5,24.0,8.06,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
50,crunch,40,1.0,40.0,3.47,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
57,jumping_jack,56,8.0,7.0,3.94,estimated_synthetic,NCCOR Youth Compendium
24,squat,5,1.0,5.0,3.12,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
61,push-up,300,5.0,60.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
70,crunch,65,5.0,13.0,2.89,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
40,jumping_jack,53,1.0,53.0,5.83,estimated_synthetic,NCCOR Youth Compendium
68,squat,232,8.0,29.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
25,push-up,82,2.0,41.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
29,crunch,15,5.0,3.0,2.19,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
46,jumping_jack,102,2.0,51.0,5.81,estimated_synthetic,NCCOR Youth Compendium
40,squat,16,0.5,32.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
17,push-up,46,1.5,30.67,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
31,crunch,34,2.0,17.0,2.96,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
57,jumping_jack,52,1.5,34.67,4.99,estimated_synthetic,NCCOR Youth Compendium
57,squat,15,1.5,10.0,5.97,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
44,push-up,70,2.0,35.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
62,crunch,12,0.5,24.0,3.26,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
15,jumping_jack,162,3.0,54.0,5.59,estimated_synthetic,NCCOR Youth Compendium
58,squat,51,1.0,51.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
64,push-up,240,8.0,30.0,7.77,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
41,crunch,11,0.5,22.0,3.6,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
27,jumping_jack,28,2.0,14.0,4.1,estimated_synthetic,NCCOR Youth Compendium
16,squat,54,1.0,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
20,push-up,14,0.5,28.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
19,crunch,40,1.0,40.0,3.33,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
63,jumping_jack,34,1.5,22.67,4.41,estimated_synthetic,NCCOR Youth Compendium
44,squat,33,1.5,22.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
